stdio    D         file_stdio.c:105  file_stdio_fopen                 [   0.00000] opening E:\Visual Studio 2015\Projects\Sudok\Sudoku\allegro5.cfg r
display  D   display_settings.c:398  _al_score_display_settings       [   0.34234] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.34238] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.34242] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.34245] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.34249] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.34253] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.34257] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.34260] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.34264] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.34267] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.34271] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.34275] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.34279] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.34282] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.34286] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.34289] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.34294] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.34297] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.34301] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.34304] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.34308] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.34312] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.34316] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.34319] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.34324] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.34327] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.34347] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.34365] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.34370] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.34373] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.34377] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.34381] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.34385] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.34388] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.34393] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.34396] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 6/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.34400] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.34403] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 7/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.34408] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.34411] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 8/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.34415] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.34418] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.34422] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.34426] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.34430] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.34433] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.34437] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.34441] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.34445] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.34451] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.34455] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.34459] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.34463] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.34467] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.34471] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.34474] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.34478] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.34482] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.34486] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.34489] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.34493] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.34496] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.34500] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.34504] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.34508] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.34511] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.34515] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.34518] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.34523] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.34526] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.34556] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.34560] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.34564] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.34567] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.34571] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.34574] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.34582] Single Buffer requirement not met.
d3d      D         d3d_disp.cpp:1669 d3d_create_display_internals     [   0.34595] Trying format 0.
d3d      I         d3d_disp.cpp:1344 d3d_display_thread_proc          [   0.38217] Chose a display format: 23
d3d      I         d3d_disp.cpp:1413 d3d_display_thread_proc          [   0.38224] Normal window.
d3d      I         d3d_disp.cpp:781  d3d_create_device                [   0.40400] Using no depth stencil buffer
d3d      D         d3d_disp.cpp:839  d3d_create_device                [   0.66795] BeginScene succeeded in create_device
d3d      D         d3d_disp.cpp:847  d3d_create_device                [   0.66802] Success
d3d      D         d3d_disp.cpp:1692 d3d_create_display_internals     [   0.66807] Resumed after wait.
d3d      I         d3d_disp.cpp:1725 d3d_create_display_internals     [   0.66819] Format 0 succeeded.
d3d      D         d3d_disp.cpp:1756 d3d_create_display_internals     [   0.66841] Returning d3d_display: 0043A6A0
d3d      D         d3d_disp.cpp:1781 d3d_create_display_locked        [   0.66845] al_display=0043A6A0
d3d      D         d3d_disp.cpp:1782 d3d_create_display_locked        [   0.66848] al_display->vt=0043A5C0
system   D            wsystem.c:771  _al_win_safe_load_library        [   0.68961] PathFindOnPath found: C:\Windows\system32\d3dx9_43.dll
system   D            wsystem.c:682  load_library_at_path             [   0.68967] Calling LoadLibrary C:\Windows\system32\d3dx9_43.dll
system   I            wsystem.c:685  load_library_at_path             [   0.75886] Loaded C:\Windows\system32\d3dx9_43.dll
d3dx9    I        d3d_d3dx9.cpp:88   _imp_load_d3dx9_module_version   [   0.75895] Module "d3dx9_43.dll" loaded.
dtor     D               dtor.c:187  _al_register_destructor          [   0.76148] added dtor for timer 03E89168, func 0F961730
dtor     D               dtor.c:187  _al_register_destructor          [   0.76157] added dtor for queue 03E89238, func 0F962351
stdio    D         file_stdio.c:105  file_stdio_fopen                 [   0.76210] opening algerian.ttf rb
font     D                ttf.c:886  al_load_ttf_font_stretch_f       [   0.78214] Font algerian.ttf loaded with pixel size 0 x 32.
font     D                ttf.c:888  al_load_ttf_font_stretch_f       [   0.78219]     ascent=28.0, descent=-7.0, height=42.0
dtor     D               dtor.c:187  _al_register_destructor          [   0.78223] added dtor for ttf_font 0043BEB8, func 0F4E1055
stdio    D         file_stdio.c:105  file_stdio_fopen                 [   0.78227] opening AlfredoHeavy.ttf rb
font     D                ttf.c:886  al_load_ttf_font_stretch_f       [   0.79623] Font AlfredoHeavy.ttf loaded with pixel size 0 x 32.
font     D                ttf.c:888  al_load_ttf_font_stretch_f       [   0.79628]     ascent=24.0, descent=-7.0, height=37.0
dtor     D               dtor.c:187  _al_register_destructor          [   0.79635] added dtor for ttf_font 03E93970, func 0F4E1055
stdio    D         file_stdio.c:105  file_stdio_fopen                 [   0.79639] opening algerian.ttf rb
font     D                ttf.c:886  al_load_ttf_font_stretch_f       [   0.79682] Font algerian.ttf loaded with pixel size 0 x 30.
font     D                ttf.c:888  al_load_ttf_font_stretch_f       [   0.79685]     ascent=27.0, descent=-7.0, height=40.0
dtor     D               dtor.c:187  _al_register_destructor          [   0.79690] added dtor for ttf_font 03E93AB0, func 0F4E1055
stdio    D         file_stdio.c:105  file_stdio_fopen                 [   0.79694] opening AlfredoHeavy.ttf rb
font     D                ttf.c:886  al_load_ttf_font_stretch_f       [   0.79732] Font AlfredoHeavy.ttf loaded with pixel size 0 x 16.
font     D                ttf.c:888  al_load_ttf_font_stretch_f       [   0.79736]     ascent=12.0, descent=-4.0, height=18.0
dtor     D               dtor.c:187  _al_register_destructor          [   0.79740] added dtor for ttf_font 03E93B30, func 0F4E1055
stdio    D         file_stdio.c:105  file_stdio_fopen                 [   0.79746] opening save.png rb
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.79831] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.79835] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.79838] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.79841] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.79844] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.79848] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.79851] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.79854] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.79857] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   0.79860] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   0.79863] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   0.79866] Found a format
d3d      I         d3d_disp.cpp:2380 d3d_create_bitmap                [   0.79870] Chose bitmap format 9
dtor     D               dtor.c:187  _al_register_destructor          [   0.79958] added dtor for bitmap 03E9E9B8, func 0F962202
stdio    D         file_stdio.c:105  file_stdio_fopen                 [   0.79997] opening save1.png rb
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.83197] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.83202] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.83205] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.83208] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.83211] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.83214] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.83217] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.83220] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.83223] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   0.83226] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   0.83229] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   0.83233] Found a format
d3d      I         d3d_disp.cpp:2380 d3d_create_bitmap                [   0.83236] Chose bitmap format 9
dtor     D               dtor.c:187  _al_register_destructor          [   0.83283] added dtor for bitmap 03E9FED8, func 0F962202
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.83324] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.83328] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.83332] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.83335] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.83338] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.83341] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.83344] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.83347] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.83350] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   0.83353] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   0.83356] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   0.83360] Found a format
d3d      I         d3d_disp.cpp:2380 d3d_create_bitmap                [   0.83363] Chose bitmap format 9
dtor     D               dtor.c:187  _al_register_destructor          [   0.83534] added dtor for bitmap 03E9E740, func 0F962202
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.03363] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.03368] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.03371] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.03375] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.03378] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.03381] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.03384] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.03387] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.03390] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   1.03393] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   1.03396] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   1.03399] Found a format
d3d      I         d3d_disp.cpp:2380 d3d_create_bitmap                [   1.03402] Chose bitmap format 9
font     D                ttf.c:235  alloc_glyph_region               [   1.03903] Glyph 49: 23x23 (24x24)
font     D                ttf.c:279  alloc_glyph_region               [   1.03910] Locking glyph region: 03EA63A0 0 0 24 24
font     D                ttf.c:163  unlock_current_page              [   1.04185] Unlocking page: 03EA63A0
font     D                ttf.c:235  alloc_glyph_region               [   1.04211] Glyph 40: 24x23 (24x24)
font     D                ttf.c:279  alloc_glyph_region               [   1.04215] Locking glyph region: 03EA63A0 24 0 24 24
font     D                ttf.c:163  unlock_current_page              [   1.04225] Unlocking page: 03EA63A0
font     D                ttf.c:235  alloc_glyph_region               [   1.04239] Glyph 58: 31x29 (32x32)
font     D                ttf.c:279  alloc_glyph_region               [   1.04242] Locking glyph region: 03EA63A0 48 0 32 32
font     D                ttf.c:163  unlock_current_page              [   1.04251] Unlocking page: 03EA63A0
font     D                ttf.c:437  cache_glyph                      [   1.04256] Glyph 3 has zero size.
font     D                ttf.c:235  alloc_glyph_region               [   1.04269] Glyph 42: 24x23 (24x24)
font     D                ttf.c:279  alloc_glyph_region               [   1.04273] Locking glyph region: 03EA63A0 80 0 24 24
font     D                ttf.c:163  unlock_current_page              [   1.04281] Unlocking page: 03EA63A0
font     D                ttf.c:235  alloc_glyph_region               [   1.04295] Glyph 36: 27x23 (28x24)
font     D                ttf.c:279  alloc_glyph_region               [   1.04298] Locking glyph region: 03EA63A0 104 0 28 24
font     D                ttf.c:163  unlock_current_page              [   1.04306] Unlocking page: 03EA63A0
font     D                ttf.c:235  alloc_glyph_region               [   1.04318] Glyph 48: 27x23 (28x24)
font     D                ttf.c:279  alloc_glyph_region               [   1.04321] Locking glyph region: 03EA63A0 132 0 28 24
font     D                ttf.c:163  unlock_current_page              [   1.04329] Unlocking page: 03EA63A0
font     D                ttf.c:235  alloc_glyph_region               [   1.06838] Glyph 59: 26x23 (28x24)
font     D                ttf.c:279  alloc_glyph_region               [   1.06843] Locking glyph region: 03EA63A0 160 0 28 24
font     D                ttf.c:163  unlock_current_page              [   1.06850] Unlocking page: 03EA63A0
font     D                ttf.c:235  alloc_glyph_region               [   1.06858] Glyph 44: 12x23 (12x24)
font     D                ttf.c:279  alloc_glyph_region               [   1.06862] Locking glyph region: 03EA63A0 188 0 12 24
font     D                ttf.c:163  unlock_current_page              [   1.07027] Unlocking page: 03EA63A0
font     D                ttf.c:235  alloc_glyph_region               [   1.07042] Glyph 55: 23x23 (24x24)
font     D                ttf.c:279  alloc_glyph_region               [   1.07045] Locking glyph region: 03EA63A0 200 0 24 24
font     D                ttf.c:163  unlock_current_page              [   1.07057] Unlocking page: 03EA63A0
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.11540] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.11546] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.11735] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.11739] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.11894] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.11898] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.12292] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.12299] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.43350] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.43355] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.43358] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.43361] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.43364] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.43367] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.43370] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.43373] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.43376] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   2.43379] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   2.43382] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   2.43385] Found a format
d3d      I         d3d_disp.cpp:2380 d3d_create_bitmap                [   2.43388] Chose bitmap format 9
font     D                ttf.c:235  alloc_glyph_region               [   2.43502] Glyph 49: 21x22 (24x24)
font     D                ttf.c:279  alloc_glyph_region               [   2.43506] Locking glyph region: 03EE6540 0 0 24 24
font     D                ttf.c:163  unlock_current_page              [   2.43741] Unlocking page: 03EE6540
font     D                ttf.c:235  alloc_glyph_region               [   2.43759] Glyph 40: 22x22 (24x24)
font     D                ttf.c:279  alloc_glyph_region               [   2.43762] Locking glyph region: 03EE6540 24 0 24 24
font     D                ttf.c:163  unlock_current_page              [   2.43770] Unlocking page: 03EE6540
font     D                ttf.c:235  alloc_glyph_region               [   2.43782] Glyph 58: 30x28 (32x28)
font     D                ttf.c:279  alloc_glyph_region               [   2.43785] Locking glyph region: 03EE6540 48 0 32 28
font     D                ttf.c:163  unlock_current_page              [   2.43793] Unlocking page: 03EE6540
font     D                ttf.c:437  cache_glyph                      [   2.43799] Glyph 3 has zero size.
font     D                ttf.c:235  alloc_glyph_region               [   2.43811] Glyph 42: 21x22 (24x24)
font     D                ttf.c:279  alloc_glyph_region               [   2.43815] Locking glyph region: 03EE6540 80 0 24 24
font     D                ttf.c:163  unlock_current_page              [   2.43822] Unlocking page: 03EE6540
font     D                ttf.c:235  alloc_glyph_region               [   2.43835] Glyph 36: 25x22 (28x24)
font     D                ttf.c:279  alloc_glyph_region               [   2.43839] Locking glyph region: 03EE6540 104 0 28 24
font     D                ttf.c:163  unlock_current_page              [   2.43851] Unlocking page: 03EE6540
font     D                ttf.c:235  alloc_glyph_region               [   2.43863] Glyph 48: 26x22 (28x24)
font     D                ttf.c:279  alloc_glyph_region               [   2.43867] Locking glyph region: 03EE6540 132 0 28 24
font     D                ttf.c:163  unlock_current_page              [   2.43874] Unlocking page: 03EE6540
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   2.44004] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   2.44009] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:235  alloc_glyph_region               [   4.44480] Glyph 59: 24x22 (24x24)
font     D                ttf.c:279  alloc_glyph_region               [   4.44485] Locking glyph region: 03EE6540 160 0 24 24
font     D                ttf.c:163  unlock_current_page              [   4.44491] Unlocking page: 03EE6540
font     D                ttf.c:235  alloc_glyph_region               [   4.44500] Glyph 44: 12x22 (12x24)
font     D                ttf.c:279  alloc_glyph_region               [   4.44504] Locking glyph region: 03EE6540 184 0 12 24
font     D                ttf.c:163  unlock_current_page              [   4.44540] Unlocking page: 03EE6540
font     D                ttf.c:235  alloc_glyph_region               [   4.44553] Glyph 55: 21x22 (24x24)
font     D                ttf.c:279  alloc_glyph_region               [   4.44558] Locking glyph region: 03EE6540 196 0 24 24
font     D                ttf.c:163  unlock_current_page              [   4.44598] Unlocking page: 03EE6540
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   4.44727] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   4.44732] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:235  alloc_glyph_region               [   5.63347] Glyph 54: 20x23 (20x24)
font     D                ttf.c:279  alloc_glyph_region               [   5.63352] Locking glyph region: 03EA63A0 224 0 20 24
font     D                ttf.c:163  unlock_current_page              [   5.63360] Unlocking page: 03EA63A0
font     D                ttf.c:235  alloc_glyph_region               [   5.63370] Glyph 60: 26x29 (28x32)
font     D                ttf.c:279  alloc_glyph_region               [   5.63374] Locking glyph region: 03EA63A0 244 0 28 32
font     D                ttf.c:163  unlock_current_page              [   5.63434] Unlocking page: 03EA63A0
font     D                ttf.c:235  alloc_glyph_region               [   5.63452] Glyph 39: 21x23 (24x24)
font     D                ttf.c:279  alloc_glyph_region               [   5.63456] Locking glyph region: 03EA63A0 272 0 24 24
font     D                ttf.c:163  unlock_current_page              [   5.63462] Unlocking page: 03EA63A0
font     D                ttf.c:235  alloc_glyph_region               [   5.63472] Glyph 56: 22x23 (24x24)
font     D                ttf.c:279  alloc_glyph_region               [   5.63476] Locking glyph region: 03EA63A0 296 0 24 24
font     D                ttf.c:163  unlock_current_page              [   5.63493] Unlocking page: 03EA63A0
font     D                ttf.c:235  alloc_glyph_region               [   5.63507] Glyph 39: 18x22 (20x24)
font     D                ttf.c:279  alloc_glyph_region               [   5.63510] Locking glyph region: 03EE6540 220 0 20 24
font     D                ttf.c:163  unlock_current_page              [   5.63516] Unlocking page: 03EE6540
font     D                ttf.c:235  alloc_glyph_region               [   5.63527] Glyph 56: 20x22 (20x24)
font     D                ttf.c:279  alloc_glyph_region               [   5.63531] Locking glyph region: 03EE6540 240 0 20 24
font     D                ttf.c:163  unlock_current_page              [   5.63685] Unlocking page: 03EE6540
font     D                ttf.c:235  alloc_glyph_region               [   5.63703] Glyph 43: 23x23 (24x24)
font     D                ttf.c:279  alloc_glyph_region               [   5.63707] Locking glyph region: 03EA63A0 320 0 24 24
font     D                ttf.c:163  unlock_current_page              [   5.63713] Unlocking page: 03EA63A0
font     D                ttf.c:235  alloc_glyph_region               [   5.63726] Glyph 53: 24x26 (24x28)
font     D                ttf.c:279  alloc_glyph_region               [   5.63730] Locking glyph region: 03EA63A0 344 0 24 28
font     D                ttf.c:163  unlock_current_page              [   5.63741] Unlocking page: 03EA63A0
font     D                ttf.c:235  alloc_glyph_region               [   5.63758] Glyph 37: 21x23 (24x24)
font     D                ttf.c:279  alloc_glyph_region               [   5.63761] Locking glyph region: 03EA63A0 368 0 24 24
