stdio    D         file_stdio.c:105  file_stdio_fopen                 [   0.00000] opening D:\Visual Studio 2015\Projects\Sudok\Debug\allegro5.cfg r
display  D   display_settings.c:212  debug_display_settings           [   0.09059] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.09070] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.09079] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.09090] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.09099] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.09111] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.09119] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.09131] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.09140] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.09151] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.09160] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.09171] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.09180] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.09191] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.09200] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.09211] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.09220] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.09232] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.09244] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.09267] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.09356] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.09370] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.09380] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.09391] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.09400] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.09411] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.09420] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.09432] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.09441] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.09452] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.09461] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.09472] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.09481] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.09493] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.09501] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.09513] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.09522] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.09533] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.09542] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 6/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.09554] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.09562] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 7/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.09574] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.09583] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 8/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.09594] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.09603] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.09614] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.09623] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.09634] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.09643] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.09655] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.09664] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.09675] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.09685] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.09696] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.09705] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.09716] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.09725] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.09737] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.09748] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.09760] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.09769] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.09780] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.09789] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.09800] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.09809] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.09820] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.09829] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.09841] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.09851] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.09862] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.09871] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.09882] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.09891] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.09903] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.09912] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.09923] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.09932] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.09944] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.09953] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.09964] Single Buffer requirement not met.
d3d      D         d3d_disp.cpp:1669 d3d_create_display_internals     [   0.09998] Trying format 0.
d3d      I         d3d_disp.cpp:1344 d3d_display_thread_proc          [   0.10134] Chose a display format: 23
d3d      I         d3d_disp.cpp:1413 d3d_display_thread_proc          [   0.10147] Normal window.
d3d      I         d3d_disp.cpp:781  d3d_create_device                [   0.18893] Using no depth stencil buffer
d3d      D         d3d_disp.cpp:839  d3d_create_device                [   0.29804] BeginScene succeeded in create_device
d3d      D         d3d_disp.cpp:847  d3d_create_device                [   0.29819] Success
d3d      D         d3d_disp.cpp:1692 d3d_create_display_internals     [   0.29831] Resumed after wait.
d3d      I         d3d_disp.cpp:1725 d3d_create_display_internals     [   0.29865] Format 0 succeeded.
d3d      D         d3d_disp.cpp:1756 d3d_create_display_internals     [   0.29880] Returning d3d_display: 00251CB8
d3d      D         d3d_disp.cpp:1781 d3d_create_display_locked        [   0.29889] al_display=00251CB8
d3d      D         d3d_disp.cpp:1782 d3d_create_display_locked        [   0.29898] al_display->vt=00251490
system   D            wsystem.c:721  maybe_parent_dir                 [   0.29936] Also searching D:\Visual Studio 2015\Projects\Sudok\
system   D            wsystem.c:771  _al_win_safe_load_library        [   0.30018] PathFindOnPath found: C:\Windows\system32\d3dx9_43.dll
system   D            wsystem.c:682  load_library_at_path             [   0.30029] Calling LoadLibrary C:\Windows\system32\d3dx9_43.dll
system   I            wsystem.c:685  load_library_at_path             [   0.31343] Loaded C:\Windows\system32\d3dx9_43.dll
d3dx9    I        d3d_d3dx9.cpp:88   _imp_load_d3dx9_module_version   [   0.31367] Module "d3dx9_43.dll" loaded.
dtor     D               dtor.c:187  _al_register_destructor          [   0.32107] added dtor for timer 0027FC40, func 0FFD1730
dtor     D               dtor.c:187  _al_register_destructor          [   0.32117] added dtor for queue 0027FD10, func 0FFD2351
stdio    D         file_stdio.c:105  file_stdio_fopen                 [   0.32123] opening algerian.ttf rb
font     D                ttf.c:886  al_load_ttf_font_stretch_f       [   0.32212] Font algerian.ttf loaded with pixel size 0 x 32.
font     D                ttf.c:888  al_load_ttf_font_stretch_f       [   0.32218]     ascent=28.0, descent=-7.0, height=42.0
dtor     D               dtor.c:187  _al_register_destructor          [   0.32224] added dtor for ttf_font 00277CE8, func 66961055
stdio    D         file_stdio.c:105  file_stdio_fopen                 [   0.32229] opening AlfredoHeavy.ttf rb
font     D                ttf.c:886  al_load_ttf_font_stretch_f       [   0.32324] Font AlfredoHeavy.ttf loaded with pixel size 0 x 32.
font     D                ttf.c:888  al_load_ttf_font_stretch_f       [   0.32329]     ascent=24.0, descent=-7.0, height=37.0
dtor     D               dtor.c:187  _al_register_destructor          [   0.32335] added dtor for ttf_font 00277D68, func 66961055
stdio    D         file_stdio.c:105  file_stdio_fopen                 [   0.32341] opening algerian.ttf rb
font     D                ttf.c:886  al_load_ttf_font_stretch_f       [   0.32418] Font algerian.ttf loaded with pixel size 0 x 30.
font     D                ttf.c:888  al_load_ttf_font_stretch_f       [   0.32424]     ascent=27.0, descent=-7.0, height=40.0
dtor     D               dtor.c:187  _al_register_destructor          [   0.32430] added dtor for ttf_font 00277EA8, func 66961055
stdio    D         file_stdio.c:105  file_stdio_fopen                 [   0.32435] opening AlfredoHeavy.ttf rb
font     D                ttf.c:886  al_load_ttf_font_stretch_f       [   0.32537] Font AlfredoHeavy.ttf loaded with pixel size 0 x 16.
font     D                ttf.c:888  al_load_ttf_font_stretch_f       [   0.32543]     ascent=12.0, descent=-4.0, height=18.0
dtor     D               dtor.c:187  _al_register_destructor          [   0.32549] added dtor for ttf_font 00277EE8, func 66961055
stdio    D         file_stdio.c:105  file_stdio_fopen                 [   0.32555] opening save.png rb
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.32591] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.32596] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.32601] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.32605] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.32609] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.32613] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.32617] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.32621] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.32625] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   0.32629] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   0.32633] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   0.32638] Found a format
d3d      I         d3d_disp.cpp:2380 d3d_create_bitmap                [   0.32643] Chose bitmap format 9
dtor     D               dtor.c:187  _al_register_destructor          [   0.32854] added dtor for bitmap 0028D058, func 0FFD2202
stdio    D         file_stdio.c:105  file_stdio_fopen                 [   0.32908] opening save1.png rb
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.32941] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.32945] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.32949] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.32953] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.32957] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.32961] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.32966] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.32970] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.32974] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   0.32978] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   0.32982] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   0.32986] Found a format
d3d      I         d3d_disp.cpp:2380 d3d_create_bitmap                [   0.32991] Chose bitmap format 9
dtor     D               dtor.c:187  _al_register_destructor          [   0.33076] added dtor for bitmap 0028DB48, func 0FFD2202
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.33124] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.33129] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.33133] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.33137] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.33142] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.33146] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.33150] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.33154] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.33158] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   0.33163] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   0.33168] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   0.33172] Found a format
d3d      I         d3d_disp.cpp:2380 d3d_create_bitmap                [   0.33177] Chose bitmap format 9
dtor     D               dtor.c:187  _al_register_destructor          [   0.33567] added dtor for bitmap 0028C990, func 0FFD2202
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.33679] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.33684] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.33688] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.33692] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.33696] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.33700] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.33704] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.33708] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.33712] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   0.33716] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   0.33721] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   0.33725] Found a format
d3d      I         d3d_disp.cpp:2380 d3d_create_bitmap                [   0.33730] Chose bitmap format 9
font     D                ttf.c:235  alloc_glyph_region               [   0.33911] Glyph 49: 23x23 (24x24)
font     D                ttf.c:279  alloc_glyph_region               [   0.33918] Locking glyph region: 0028CE90 0 0 24 24
font     D                ttf.c:163  unlock_current_page              [   0.34624] Unlocking page: 0028CE90
font     D                ttf.c:235  alloc_glyph_region               [   0.34658] Glyph 40: 24x23 (24x24)
font     D                ttf.c:279  alloc_glyph_region               [   0.34671] Locking glyph region: 0028CE90 24 0 24 24
font     D                ttf.c:163  unlock_current_page              [   0.34682] Unlocking page: 0028CE90
font     D                ttf.c:235  alloc_glyph_region               [   0.34742] Glyph 58: 31x29 (32x32)
font     D                ttf.c:279  alloc_glyph_region               [   0.34747] Locking glyph region: 0028CE90 48 0 32 32
font     D                ttf.c:163  unlock_current_page              [   0.34759] Unlocking page: 0028CE90
font     D                ttf.c:437  cache_glyph                      [   0.34768] Glyph 3 has zero size.
font     D                ttf.c:235  alloc_glyph_region               [   0.34789] Glyph 42: 24x23 (24x24)
font     D                ttf.c:279  alloc_glyph_region               [   0.34794] Locking glyph region: 0028CE90 80 0 24 24
font     D                ttf.c:163  unlock_current_page              [   0.34804] Unlocking page: 0028CE90
font     D                ttf.c:235  alloc_glyph_region               [   0.34827] Glyph 36: 27x23 (28x24)
font     D                ttf.c:279  alloc_glyph_region               [   0.34832] Locking glyph region: 0028CE90 104 0 28 24
font     D                ttf.c:163  unlock_current_page              [   0.34842] Unlocking page: 0028CE90
font     D                ttf.c:235  alloc_glyph_region               [   0.34862] Glyph 48: 27x23 (28x24)
font     D                ttf.c:279  alloc_glyph_region               [   0.34867] Locking glyph region: 0028CE90 132 0 28 24
font     D                ttf.c:163  unlock_current_page              [   0.34877] Unlocking page: 0028CE90
font     D                ttf.c:235  alloc_glyph_region               [   0.34914] Glyph 59: 26x23 (28x24)
font     D                ttf.c:279  alloc_glyph_region               [   0.34919] Locking glyph region: 0028CE90 160 0 28 24
font     D                ttf.c:163  unlock_current_page              [   0.35201] Unlocking page: 0028CE90
font     D                ttf.c:235  alloc_glyph_region               [   0.35228] Glyph 44: 12x23 (12x24)
font     D                ttf.c:279  alloc_glyph_region               [   0.35235] Locking glyph region: 0028CE90 188 0 12 24
font     D                ttf.c:163  unlock_current_page              [   0.35247] Unlocking page: 0028CE90
font     D                ttf.c:235  alloc_glyph_region               [   0.35264] Glyph 55: 23x23 (24x24)
font     D                ttf.c:279  alloc_glyph_region               [   0.35270] Locking glyph region: 0028CE90 200 0 24 24
font     D                ttf.c:163  unlock_current_page              [   0.35281] Unlocking page: 0028CE90
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.42094] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.42102] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.43310] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.43323] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.43577] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.43584] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.43982] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.43991] _al_d3d_sync_bitmap (video) ref count == 1
d3d      E         d3d_disp.cpp:2756 d3d_flush_vertex_cache           [ 296.75589] d3d_flush_vertex_cache: DrawPrimitive failed.
d3d      E         d3d_disp.cpp:2756 d3d_flush_vertex_cache           [ 296.75913] d3d_flush_vertex_cache: DrawPrimitive failed.
d3d      E         d3d_disp.cpp:2756 d3d_flush_vertex_cache           [ 296.75932] d3d_flush_vertex_cache: DrawPrimitive failed.
d3d      E         d3d_disp.cpp:2756 d3d_flush_vertex_cache           [ 296.75948] d3d_flush_vertex_cache: DrawPrimitive failed.
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [ 470.73190] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [ 470.73201] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [ 470.73210] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [ 470.73218] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [ 470.73226] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [ 470.73253] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [ 470.73302] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [ 470.73311] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [ 470.73319] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [ 470.73327] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [ 470.73337] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [ 470.73347] Found a format
d3d      I         d3d_disp.cpp:2380 d3d_create_bitmap                [ 470.73355] Chose bitmap format 9
font     D                ttf.c:235  alloc_glyph_region               [ 470.73564] Glyph 49: 21x22 (24x24)
font     D                ttf.c:279  alloc_glyph_region               [ 470.73577] Locking glyph region: 002921E8 0 0 24 24
font     D                ttf.c:163  unlock_current_page              [ 470.73793] Unlocking page: 002921E8
font     D                ttf.c:235  alloc_glyph_region               [ 470.73844] Glyph 40: 22x22 (24x24)
font     D                ttf.c:279  alloc_glyph_region               [ 470.73854] Locking glyph region: 002921E8 24 0 24 24
font     D                ttf.c:163  unlock_current_page              [ 470.73873] Unlocking page: 002921E8
font     D                ttf.c:235  alloc_glyph_region               [ 470.73924] Glyph 58: 30x28 (32x28)
font     D                ttf.c:279  alloc_glyph_region               [ 470.73935] Locking glyph region: 002921E8 48 0 32 28
font     D                ttf.c:163  unlock_current_page              [ 470.73957] Unlocking page: 002921E8
font     D                ttf.c:437  cache_glyph                      [ 470.73976] Glyph 3 has zero size.
font     D                ttf.c:235  alloc_glyph_region               [ 470.74017] Glyph 42: 21x22 (24x24)
font     D                ttf.c:279  alloc_glyph_region               [ 470.74027] Locking glyph region: 002921E8 80 0 24 24
font     D                ttf.c:163  unlock_current_page              [ 470.74045] Unlocking page: 002921E8
font     D                ttf.c:235  alloc_glyph_region               [ 470.74090] Glyph 36: 25x22 (28x24)
font     D                ttf.c:279  alloc_glyph_region               [ 470.74100] Locking glyph region: 002921E8 104 0 28 24
font     D                ttf.c:163  unlock_current_page              [ 470.74119] Unlocking page: 002921E8
font     D                ttf.c:235  alloc_glyph_region               [ 470.74160] Glyph 48: 26x22 (28x24)
font     D                ttf.c:279  alloc_glyph_region               [ 470.74170] Locking glyph region: 002921E8 132 0 28 24
font     D                ttf.c:163  unlock_current_page              [ 470.74188] Unlocking page: 002921E8
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [ 470.74575] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [ 470.74587] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:235  alloc_glyph_region               [ 476.53186] Glyph 54: 20x23 (20x24)
font     D                ttf.c:279  alloc_glyph_region               [ 476.53198] Locking glyph region: 0028CE90 224 0 20 24
font     D                ttf.c:163  unlock_current_page              [ 476.53216] Unlocking page: 0028CE90
font     D                ttf.c:235  alloc_glyph_region               [ 476.53249] Glyph 60: 26x29 (28x32)
font     D                ttf.c:279  alloc_glyph_region               [ 476.53259] Locking glyph region: 0028CE90 244 0 28 32
font     D                ttf.c:163  unlock_current_page              [ 476.53285] Unlocking page: 0028CE90
font     D                ttf.c:235  alloc_glyph_region               [ 476.53331] Glyph 39: 21x23 (24x24)
font     D                ttf.c:279  alloc_glyph_region               [ 476.53342] Locking glyph region: 0028CE90 272 0 24 24
font     D                ttf.c:163  unlock_current_page              [ 476.53371] Unlocking page: 0028CE90
font     D                ttf.c:235  alloc_glyph_region               [ 476.53405] Glyph 56: 22x23 (24x24)
font     D                ttf.c:279  alloc_glyph_region               [ 476.53414] Locking glyph region: 0028CE90 296 0 24 24
font     D                ttf.c:163  unlock_current_page              [ 476.53433] Unlocking page: 0028CE90
font     D                ttf.c:235  alloc_glyph_region               [ 476.53472] Glyph 39: 18x22 (20x24)
font     D                ttf.c:279  alloc_glyph_region               [ 476.53482] Locking glyph region: 002921E8 160 0 20 24
font     D                ttf.c:163  unlock_current_page              [ 476.53497] Unlocking page: 002921E8
font     D                ttf.c:235  alloc_glyph_region               [ 476.53524] Glyph 44: 12x22 (12x24)
font     D                ttf.c:279  alloc_glyph_region               [ 476.53534] Locking glyph region: 002921E8 180 0 12 24
font     D                ttf.c:163  unlock_current_page              [ 476.53657] Unlocking page: 002921E8
font     D                ttf.c:235  alloc_glyph_region               [ 476.53697] Glyph 56: 20x22 (20x24)
font     D                ttf.c:279  alloc_glyph_region               [ 476.53707] Locking glyph region: 002921E8 192 0 20 24
font     D                ttf.c:163  unlock_current_page              [ 476.53727] Unlocking page: 002921E8
font     D                ttf.c:235  alloc_glyph_region               [ 476.53776] Glyph 43: 23x23 (24x24)
font     D                ttf.c:279  alloc_glyph_region               [ 476.53786] Locking glyph region: 0028CE90 320 0 24 24
font     D                ttf.c:163  unlock_current_page              [ 476.53802] Unlocking page: 0028CE90
font     D                ttf.c:235  alloc_glyph_region               [ 476.53844] Glyph 53: 24x26 (24x28)
font     D                ttf.c:279  alloc_glyph_region               [ 476.53854] Locking glyph region: 0028CE90 344 0 24 28
font     D                ttf.c:163  unlock_current_page              [ 476.53883] Unlocking page: 0028CE90
